subscription_id,user_id,plan_type,start_date,end_date,monthly_price,subscription_status,renewal_status
SUB00067808,139781,Basic,2025-06-13,2026-05-13,19,Ended,Renewed
SUB00067809,139781,Basic,2026-05-14,2026-08-14,19,Active,Renewed
SUB00067810,139782,Free,2024-05-27,2024-07-27,0,Ended,Renewed
SUB00067811,139782,Basic,2024-07-28,2025-02-28,19,Ended,Renewed
SUB00067812,139782,Basic,2025-03-01,2025-10-01,19,Ended,Renewed
SUB00067813,139782,Basic,2025-10-02,2026-07-02,19,Active,Renewed
SUB00067814,139783,Free,2022-03-22,2022-08-22,0,Active,Renewed
SUB00067815,139784,Basic,2022-04-25,2023-01-25,19,Ended,Renewed
SUB00067816,139784,Basic,2023-01-26,2023-06-26,19,Active,Renewed
SUB00067817,139785,Basic,2025-08-27,2025-11-27,19,Ended,Renewed
SUB00067818,139785,Basic,2025-11-28,2026-06-28,19,Ended,Renewed
SUB00067819,139785,Basic,2026-06-29,2026-07-29,19,Ended,Renewed
SUB00067820,139785,Basic,2026-07-30,2026-08-31,19,Active,Pending
SUB00067821,139786,Free,2024-01-10,2024-09-10,0,Ended,Renewed
SUB00067822,139786,Free,2024-09-11,2025-07-11,0,Ended,Renewed
SUB00067823,139786,Free,2025-07-12,2026-05-12,0,Active,Renewed
SUB00067824,139787,Pro,2026-05-04,2026-07-04,49,Ended,Renewed
SUB00067825,139787,Pro,2026-07-05,2026-08-31,49,Active,Pending
SUB00067826,139788,Free,2022-03-31,2022-08-31,0,Expired,Not Renewed
SUB00067827,139789,Free,2022-01-09,2022-03-09,0,Ended,Renewed
SUB00067828,139789,Free,2022-03-10,2022-07-10,0,Active,Renewed
SUB00067829,139790,Free,2026-01-11,2026-08-31,0,Ended,Renewed
SUB00067830,139791,Free,2025-05-20,2026-03-20,0,Active,Renewed
SUB00067831,139792,Free,2023-01-12,2023-11-12,0,Ended,Renewed
SUB00067832,139792,Free,2023-11-13,2024-03-13,0,Cancelled,Cancelled
SUB00067833,139793,Free,2023-06-21,2023-10-21,0,Expired,Not Renewed
SUB00067834,139794,Free,2023-07-07,2024-04-07,0,Ended,Renewed
SUB00067835,139794,Free,2024-04-08,2024-07-08,0,Active,Renewed
SUB00067836,139795,Free,2025-05-02,2025-06-02,0,Cancelled,Cancelled
SUB00067837,139796,Free,2025-12-12,2026-07-12,0,Expired,Not Renewed
SUB00067838,139797,Free,2025-07-31,2025-12-31,0,Expired,Not Renewed
SUB00067839,139798,Free,2023-01-06,2023-06-06,0,Expired,Not Renewed
SUB00067840,139799,Free,2024-12-06,2025-08-06,0,Cancelled,Cancelled
SUB00067841,139800,Free,2024-07-04,2024-09-04,0,Ended,Renewed
SUB00067842,139800,Free,2024-09-05,2025-09-05,0,Active,Renewed
SUB00067843,139801,Free,2025-02-23,2025-07-23,0,Ended,Renewed
SUB00067844,139801,Free,2025-07-24,2026-02-24,0,Expired,Not Renewed
SUB00067845,139802,Basic,2024-10-03,2025-06-03,19,Active,Renewed
SUB00067846,139803,Basic,2023-12-17,2024-04-17,19,Ended,Renewed
SUB00067847,139803,Basic,2024-04-18,2024-10-18,19,Ended,Renewed
SUB00067848,139803,Basic,2024-10-19,2025-09-19,19,Ended,Renewed
SUB00067849,139803,Basic,2025-09-20,2026-08-20,19,Active,Renewed
SUB00067850,139804,Basic,2025-08-02,2026-07-02,19,Active,Renewed
SUB00067851,139805,Free,2024-08-06,2025-01-06,0,Active,Renewed
SUB00067852,139806,Free,2022-04-12,2023-03-12,0,Ended,Renewed
SUB00067853,139806,Free,2023-03-13,2023-09-13,0,Active,Renewed
SUB00067854,139807,Basic,2025-07-06,2025-10-06,19,Cancelled,Cancelled
SUB00067855,139808,Free,2023-04-23,2023-11-23,0,Ended,Renewed
SUB00067856,139808,Free,2023-11-24,2024-01-24,0,Expired,Not Renewed
SUB00067857,139809,Free,2025-08-08,2026-08-08,0,Active,Renewed
SUB00067858,139810,Free,2022-02-04,2023-02-04,0,Ended,Renewed
SUB00067859,139810,Free,2023-02-05,2023-10-05,0,Active,Renewed
SUB00067860,139811,Free,2026-05-05,2026-08-05,0,Active,Renewed
SUB00067861,139812,Free,2022-10-17,2023-03-17,0,Active,Renewed
SUB00067862,139813,Pro,2025-04-22,2025-05-22,49,Ended,Renewed
SUB00067863,139813,Pro,2025-05-23,2026-05-23,49,Cancelled,Cancelled
SUB00067864,139814,Free,2023-02-06,2023-03-06,0,Ended,Renewed
SUB00067865,139814,Free,2023-03-07,2023-10-07,0,Ended,Renewed
SUB00067866,139814,Free,2023-10-08,2024-02-08,0,Active,Renewed
SUB00067867,139815,Free,2022-02-06,2023-01-06,0,Ended,Renewed
SUB00067868,139815,Free,2023-01-07,2023-11-07,0,Active,Renewed
SUB00067869,139816,Free,2022-09-10,2023-09-10,0,Ended,Renewed
SUB00067870,139816,Free,2023-09-11,2024-07-11,0,Active,Renewed
SUB00067871,139817,Free,2022-07-28,2022-09-28,0,Ended,Renewed
SUB00067872,139817,Free,2022-09-29,2023-09-29,0,Active,Renewed
SUB00067873,139818,Free,2026-02-06,2026-08-31,0,Ended,Renewed
SUB00067874,139819,Free,2022-11-04,2023-05-04,0,Active,Renewed
SUB00067875,139820,Basic,2023-11-28,2024-11-28,19,Ended,Renewed
SUB00067876,139820,Basic,2024-11-29,2025-06-29,19,Ended,Renewed
SUB00067877,139820,Basic,2025-06-30,2025-11-30,19,Active,Renewed
SUB00067878,139821,Free,2025-07-21,2026-01-21,0,Active,Renewed
SUB00067879,139822,Free,2022-01-28,2022-08-28,0,Expired,Not Renewed
SUB00067880,139823,Free,2022-05-11,2023-03-11,0,Ended,Renewed
SUB00067881,139823,Free,2023-03-12,2023-08-12,0,Active,Renewed
SUB00067882,139824,Pro,2025-08-11,2026-02-11,49,Active,Renewed
SUB00067883,139825,Basic,2024-11-04,2025-01-04,19,Ended,Renewed
SUB00067884,139825,Basic,2025-01-05,2025-04-05,19,Active,Renewed
SUB00067885,139826,Free,2024-03-12,2024-12-12,0,Active,Renewed
SUB00067886,139827,Basic,2025-07-05,2026-07-05,19,Ended,Renewed
SUB00067887,139827,Basic,2026-07-06,2026-08-31,19,Expired,Not Renewed
SUB00067888,139828,Pro,2022-03-15,2022-08-15,49,Active,Renewed
SUB00067889,139829,Basic,2024-10-07,2025-05-07,19,Ended,Renewed
SUB00067890,139829,Basic,2025-05-08,2026-02-08,19,Ended,Renewed
SUB00067891,139829,Basic,2026-02-09,2026-06-09,19,Active,Renewed
SUB00067892,139830,Free,2023-07-18,2023-11-18,0,Ended,Renewed
SUB00067893,139830,Pro,2023-11-19,2024-03-19,49,Active,Renewed
SUB00067894,139831,Basic,2022-12-17,2023-11-17,19,Ended,Renewed
SUB00067895,139831,Basic,2023-11-18,2024-09-18,19,Active,Renewed
SUB00067896,139832,Free,2025-03-16,2025-06-16,0,Expired,Not Renewed
SUB00067897,139833,Pro,2026-03-25,2026-08-31,49,Expired,Not Renewed
SUB00067898,139834,Basic,2022-02-17,2022-08-17,19,Ended,Renewed
SUB00067899,139834,Basic,2022-08-18,2023-03-18,19,Ended,Renewed
SUB00067900,139834,Basic,2023-03-19,2023-10-19,19,Active,Renewed
SUB00067901,139835,Basic,2024-04-02,2025-02-02,19,Active,Renewed
SUB00067902,139836,Free,2025-09-16,2026-01-16,0,Ended,Renewed
SUB00067903,139836,Basic,2026-01-17,2026-08-31,19,Active,Pending
SUB00067904,139837,Free,2025-08-10,2025-11-10,0,Active,Renewed
SUB00067905,139838,Free,2025-05-15,2025-08-15,0,Ended,Renewed
SUB00067906,139838,Free,2025-08-16,2025-11-16,0,Ended,Renewed
SUB00067907,139838,Free,2025-11-17,2026-08-31,0,Ended,Renewed
SUB00067908,139839,Free,2023-12-07,2024-04-07,0,Ended,Renewed
SUB00067909,139839,Free,2024-04-08,2024-11-08,0,Expired,Not Renewed
SUB00067910,139840,Pro,2022-11-02,2023-11-02,49,Active,Renewed
SUB00067911,139841,Free,2023-01-07,2023-07-07,0,Expired,Not Renewed
SUB00067912,139842,Pro,2022-11-28,2023-05-28,49,Active,Renewed
SUB00067913,139843,Free,2023-04-11,2023-09-11,0,Ended,Renewed
SUB00067914,139843,Free,2023-09-12,2024-01-12,0,Active,Renewed
SUB00067915,139844,Free,2023-01-23,2024-01-23,0,Active,Renewed
SUB00067916,139845,Pro,2024-04-15,2025-03-15,49,Active,Renewed
SUB00067917,139846,Basic,2025-05-23,2026-05-23,19,Active,Renewed
SUB00067918,139847,Free,2023-03-08,2023-12-08,0,Active,Renewed
SUB00067919,139848,Basic,2026-08-09,2026-08-31,19,Ended,Renewed
SUB00067920,139849,Free,2022-09-01,2023-04-01,0,Active,Renewed
SUB00067921,139850,Free,2025-07-22,2026-07-22,0,Ended,Renewed
SUB00067922,139850,Free,2026-07-23,2026-08-31,0,Active,Pending
SUB00067923,139851,Basic,2025-02-22,2025-07-22,19,Expired,Not Renewed
SUB00067924,139852,Free,2022-02-02,2022-07-02,0,Ended,Renewed
SUB00067925,139852,Free,2022-07-03,2023-03-03,0,Active,Renewed
SUB00067926,139853,Free,2024-02-27,2024-11-27,0,Ended,Renewed
SUB00067927,139853,Free,2024-11-28,2025-06-28,0,Active,Renewed
SUB00067928,139854,Free,2022-12-11,2023-04-11,0,Active,Renewed
SUB00067929,139855,Free,2022-03-27,2022-05-27,0,Ended,Renewed
SUB00067930,139855,Free,2022-05-28,2023-03-28,0,Active,Renewed
SUB00067931,139856,Free,2022-01-28,2022-12-28,0,Ended,Renewed
SUB00067932,139856,Free,2022-12-29,2023-06-29,0,Ended,Renewed
SUB00067933,139856,Free,2023-06-30,2024-02-29,0,Active,Renewed
SUB00067934,139857,Free,2026-05-22,2026-08-31,0,Ended,Renewed
SUB00067935,139858,Free,2024-10-17,2024-11-17,0,Ended,Renewed
SUB00067936,139858,Basic,2024-11-18,2025-05-18,19,Active,Renewed
SUB00067937,139859,Free,2025-08-01,2026-01-01,0,Expired,Not Renewed
SUB00067938,139860,Free,2023-02-05,2023-06-05,0,Active,Renewed
SUB00067939,139861,Free,2022-02-10,2022-11-10,0,Active,Renewed
SUB00067940,139862,Free,2022-10-06,2022-11-06,0,Ended,Renewed
SUB00067941,139862,Free,2022-11-07,2023-08-07,0,Active,Renewed
SUB00067942,139863,Free,2026-07-22,2026-08-31,0,Active,Pending
SUB00067943,139864,Free,2023-06-20,2023-09-20,0,Ended,Renewed
SUB00067944,139864,Free,2023-09-21,2024-01-21,0,Expired,Not Renewed
SUB00067945,139865,Free,2026-05-28,2026-08-31,0,Ended,Renewed
SUB00067946,139866,Free,2022-12-20,2023-07-20,0,Ended,Renewed
SUB00067947,139866,Free,2023-07-21,2024-06-21,0,Ended,Renewed
SUB00067948,139866,Free,2024-06-22,2025-01-22,0,Active,Renewed
SUB00067949,139867,Free,2024-02-28,2024-05-28,0,Active,Renewed
SUB00067950,139868,Enterprise,2025-08-26,2026-04-26,149,Ended,Renewed
SUB00067951,139868,Enterprise,2026-04-27,2026-07-27,149,Ended,Renewed
SUB00067952,139868,Enterprise,2026-07-28,2026-08-31,149,Active,Pending
SUB00067953,139869,Basic,2025-12-26,2026-02-26,19,Ended,Renewed
SUB00067954,139869,Basic,2026-02-27,2026-08-31,19,Active,Pending
SUB00067955,139870,Free,2024-05-17,2024-12-17,0,Active,Renewed
SUB00067956,139871,Free,2022-10-12,2023-02-12,0,Active,Renewed
SUB00067957,139872,Pro,2023-06-16,2024-01-16,49,Expired,Not Renewed
SUB00067958,139873,Free,2025-12-08,2026-08-31,0,Active,Pending
SUB00067959,139874,Pro,2026-07-07,2026-08-31,49,Ended,Renewed
SUB00067960,139875,Free,2025-03-21,2025-06-21,0,Active,Renewed
SUB00067961,139876,Basic,2024-07-13,2024-09-13,19,Ended,Renewed
SUB00067962,139876,Basic,2024-09-14,2025-02-14,19,Active,Renewed
SUB00067963,139877,Free,2024-01-15,2024-05-15,0,Active,Renewed
SUB00067964,139878,Basic,2023-05-05,2024-02-05,19,Active,Renewed
SUB00067965,139879,Free,2024-08-19,2025-03-19,0,Active,Renewed
SUB00067966,139880,Free,2026-06-12,2026-08-31,0,Cancelled,Cancelled
SUB00067967,139881,Free,2026-02-13,2026-08-31,0,Ended,Renewed
SUB00067968,139882,Free,2025-07-24,2025-10-24,0,Active,Renewed
SUB00067969,139883,Free,2023-08-14,2024-02-14,0,Ended,Renewed
SUB00067970,139883,Free,2024-02-15,2024-12-15,0,Ended,Renewed
SUB00067971,139883,Free,2024-12-16,2025-09-16,0,Active,Renewed
SUB00067972,139884,Free,2022-02-20,2022-09-20,0,Ended,Renewed
SUB00067973,139884,Free,2022-09-21,2023-01-21,0,Active,Renewed
SUB00067974,139885,Basic,2025-11-29,2025-12-29,19,Expired,Not Renewed
SUB00067975,139886,Free,2026-07-15,2026-08-15,0,Ended,Renewed
SUB00067976,139886,Basic,2026-08-16,2026-08-31,19,Ended,Renewed
SUB00067977,139887,Free,2023-10-31,2024-01-31,0,Expired,Not Renewed
SUB00067978,139888,Free,2024-10-10,2025-01-10,0,Cancelled,Cancelled
SUB00067979,139889,Free,2026-05-21,2026-07-21,0,Ended,Renewed
SUB00067980,139889,Free,2026-07-22,2026-08-31,0,Active,Pending
SUB00067981,139890,Free,2025-11-14,2026-08-31,0,Active,Pending
SUB00067982,139891,Free,2022-07-08,2022-08-08,0,Ended,Renewed
SUB00067983,139891,Free,2022-08-09,2022-10-09,0,Ended,Renewed
SUB00067984,139891,Free,2022-10-10,2022-11-10,0,Ended,Renewed
SUB00067985,139891,Free,2022-11-11,2023-06-11,0,Active,Renewed
SUB00067986,139892,Pro,2026-07-11,2026-08-31,49,Ended,Renewed
SUB00067987,139893,Free,2025-08-07,2025-10-07,0,Ended,Renewed
SUB00067988,139893,Free,2025-10-08,2026-07-08,0,Active,Renewed
SUB00067989,139894,Free,2026-04-11,2026-08-11,0,Ended,Renewed
SUB00067990,139894,Free,2026-08-12,2026-08-31,0,Ended,Renewed
SUB00067991,139895,Free,2023-07-22,2024-07-22,0,Active,Renewed
SUB00067992,139896,Basic,2023-09-17,2024-03-17,19,Ended,Renewed
SUB00067993,139896,Basic,2024-03-18,2024-10-18,19,Active,Renewed
SUB00067994,139897,Free,2024-03-11,2025-01-11,0,Ended,Renewed
SUB00067995,139897,Free,2025-01-12,2025-05-12,0,Cancelled,Cancelled
SUB00067996,139898,Free,2025-09-20,2026-08-20,0,Active,Renewed
SUB00067997,139899,Free,2025-05-08,2025-09-08,0,Ended,Renewed
SUB00067998,139899,Free,2025-09-09,2026-04-09,0,Ended,Renewed
SUB00067999,139899,Free,2026-04-10,2026-08-31,0,Active,Pending
SUB00068000,139900,Free,2024-01-23,2024-03-23,0,Expired,Not Renewed
SUB00068001,139901,Pro,2024-04-15,2024-06-15,49,Ended,Renewed
SUB00068002,139901,Pro,2024-06-16,2025-05-16,49,Active,Renewed
SUB00068003,139902,Free,2025-10-21,2026-08-31,0,Ended,Renewed
SUB00068004,139903,Free,2026-05-11,2026-08-31,0,Active,Pending
SUB00068005,139904,Free,2024-10-12,2025-03-12,0,Active,Renewed
SUB00068006,139905,Free,2023-06-08,2023-10-08,0,Active,Renewed
SUB00068007,139906,Free,2022-04-12,2022-12-12,0,Expired,Not Renewed
SUB00068008,139907,Free,2026-01-15,2026-02-15,0,Expired,Not Renewed
SUB00068009,139908,Free,2024-02-19,2025-01-19,0,Active,Renewed
SUB00068010,139909,Free,2025-01-16,2025-08-16,0,Ended,Renewed
SUB00068011,139909,Free,2025-08-17,2025-12-17,0,Active,Renewed
SUB00068012,139910,Basic,2024-10-06,2025-06-06,19,Ended,Renewed
SUB00068013,139910,Pro,2025-06-07,2026-04-07,49,Ended,Renewed
SUB00068014,139910,Pro,2026-04-08,2026-05-08,49,Ended,Renewed
SUB00068015,139910,Enterprise,2026-05-09,2026-08-31,149,Active,Pending
SUB00068016,139911,Free,2026-06-04,2026-08-31,0,Expired,Not Renewed
SUB00068017,139912,Free,2023-03-03,2023-12-03,0,Cancelled,Cancelled
SUB00068018,139913,Free,2024-01-12,2024-02-12,0,Ended,Renewed
SUB00068019,139913,Free,2024-02-13,2025-02-13,0,Active,Renewed
SUB00068020,139914,Free,2025-08-15,2026-05-15,0,Ended,Renewed
SUB00068021,139914,Basic,2026-05-16,2026-08-16,19,Active,Renewed
SUB00068022,139915,Basic,2023-09-15,2024-08-15,19,Ended,Renewed
SUB00068023,139915,Basic,2024-08-16,2025-05-16,19,Active,Renewed
SUB00068024,139916,Free,2023-06-03,2023-09-03,0,Expired,Not Renewed
SUB00068025,139917,Free,2024-02-03,2024-04-03,0,Expired,Not Renewed
SUB00068026,139918,Free,2023-03-25,2023-04-25,0,Ended,Renewed
SUB00068027,139918,Free,2023-04-26,2024-01-26,0,Active,Renewed
SUB00068028,139919,Free,2023-06-05,2023-09-05,0,Ended,Renewed
SUB00068029,139919,Basic,2023-09-06,2024-07-06,19,Ended,Renewed
SUB00068030,139919,Free,2024-07-07,2024-12-07,0,Ended,Renewed
SUB00068031,139919,Free,2024-12-08,2025-08-08,0,Active,Renewed
SUB00068032,139920,Free,2023-11-08,2024-04-08,0,Ended,Renewed
SUB00068033,139920,Free,2024-04-09,2024-09-09,0,Ended,Renewed
SUB00068034,139920,Basic,2024-09-10,2025-07-10,19,Active,Renewed
SUB00068035,139921,Free,2026-01-23,2026-08-31,0,Active,Pending
SUB00068036,139922,Pro,2022-05-15,2023-02-15,49,Ended,Renewed
SUB00068037,139922,Pro,2023-02-16,2023-09-16,49,Active,Renewed
SUB00068038,139923,Free,2023-07-29,2023-09-29,0,Ended,Renewed
SUB00068039,139923,Free,2023-09-30,2024-03-30,0,Active,Renewed
SUB00068040,139924,Free,2024-02-19,2024-06-19,0,Ended,Renewed
SUB00068041,139924,Free,2024-06-20,2025-01-20,0,Ended,Renewed
SUB00068042,139924,Free,2025-01-21,2025-04-21,0,Active,Renewed
SUB00068043,139925,Free,2025-09-04,2026-04-04,0,Ended,Renewed
SUB00068044,139925,Free,2026-04-05,2026-08-31,0,Active,Pending
SUB00068045,139926,Free,2024-05-28,2024-08-28,0,Ended,Renewed
SUB00068046,139926,Free,2024-08-29,2024-12-29,0,Active,Renewed
SUB00068047,139927,Pro,2025-01-29,2025-02-28,49,Ended,Renewed
SUB00068048,139927,Pro,2025-03-01,2026-02-01,49,Active,Renewed
SUB00068049,139928,Free,2025-01-03,2025-05-03,0,Expired,Not Renewed
SUB00068050,139929,Pro,2025-09-19,2026-01-19,49,Ended,Renewed
SUB00068051,139929,Pro,2026-01-20,2026-08-31,49,Ended,Renewed
SUB00068052,139930,Basic,2026-08-12,2026-08-31,19,Ended,Renewed
SUB00068053,139931,Pro,2024-05-07,2024-11-07,49,Active,Renewed
SUB00068054,139932,Free,2023-12-26,2024-03-26,0,Active,Renewed
SUB00068055,139933,Free,2024-11-18,2025-05-18,0,Active,Renewed
SUB00068056,139934,Basic,2023-02-11,2023-05-11,19,Active,Renewed
SUB00068057,139935,Free,2025-09-26,2026-08-31,0,Ended,Renewed
SUB00068058,139936,Free,2026-03-11,2026-08-11,0,Expired,Not Renewed
SUB00068059,139937,Free,2023-07-03,2023-08-03,0,Ended,Renewed
SUB00068060,139937,Free,2023-08-04,2024-02-04,0,Active,Renewed
SUB00068061,139938,Basic,2024-11-03,2025-07-03,19,Cancelled,Cancelled
SUB00068062,139939,Free,2023-02-11,2023-07-11,0,Expired,Not Renewed
SUB00068063,139940,Free,2026-05-30,2026-08-31,0,Active,Pending
SUB00068064,139941,Pro,2023-08-31,2023-11-30,49,Ended,Renewed
SUB00068065,139941,Pro,2023-12-01,2024-11-01,49,Active,Renewed
SUB00068066,139942,Pro,2025-02-24,2026-01-24,49,Ended,Renewed
SUB00068067,139942,Pro,2026-01-25,2026-08-25,49,Active,Renewed
SUB00068068,139943,Basic,2026-02-27,2026-08-31,19,Ended,Renewed
SUB00068069,139944,Free,2023-04-14,2023-08-14,0,Ended,Renewed
SUB00068070,139944,Basic,2023-08-15,2023-10-15,19,Ended,Renewed
SUB00068071,139944,Basic,2023-10-16,2024-01-16,19,Ended,Renewed
SUB00068072,139944,Basic,2024-01-17,2024-09-17,19,Active,Renewed
SUB00068073,139945,Free,2025-09-16,2026-07-16,0,Ended,Renewed
SUB00068074,139945,Free,2026-07-17,2026-08-31,0,Ended,Renewed
SUB00068075,139946,Free,2023-12-25,2024-08-25,0,Ended,Renewed
SUB00068076,139946,Free,2024-08-26,2024-10-26,0,Ended,Renewed
SUB00068077,139946,Free,2024-10-27,2025-08-27,0,Active,Renewed
SUB00068078,139947,Free,2025-09-03,2026-05-03,0,Ended,Renewed
SUB00068079,139947,Free,2026-05-04,2026-08-31,0,Active,Pending
SUB00068080,139948,Free,2025-01-25,2025-09-25,0,Active,Renewed
SUB00068081,139949,Free,2024-05-28,2025-01-28,0,Expired,Not Renewed
SUB00068082,139950,Free,2025-07-14,2025-09-14,0,Expired,Not Renewed
SUB00068083,139951,Free,2022-11-24,2023-05-24,0,Active,Renewed
SUB00068084,139952,Basic,2024-05-02,2025-05-02,19,Active,Renewed
SUB00068085,139953,Free,2024-10-09,2025-07-09,0,Active,Renewed
SUB00068086,139954,Free,2023-03-19,2023-12-19,0,Ended,Renewed
SUB00068087,139954,Free,2023-12-20,2024-11-20,0,Ended,Renewed
SUB00068088,139954,Free,2024-11-21,2025-03-21,0,Active,Renewed
SUB00068089,139955,Pro,2024-06-08,2024-09-08,49,Ended,Renewed
SUB00068090,139955,Pro,2024-09-09,2025-07-09,49,Ended,Renewed
SUB00068091,139955,Enterprise,2025-07-10,2025-12-10,149,Active,Renewed
SUB00068092,139956,Free,2024-03-13,2025-01-13,0,Ended,Renewed
SUB00068093,139956,Free,2025-01-14,2025-04-14,0,Active,Renewed
SUB00068094,139957,Free,2026-08-27,2026-08-31,0,Ended,Renewed
SUB00068095,139958,Free,2023-09-06,2024-01-06,0,Ended,Renewed
SUB00068096,139958,Free,2024-01-07,2024-09-07,0,Ended,Renewed
SUB00068097,139958,Free,2024-09-08,2025-02-08,0,Active,Renewed
SUB00068098,139959,Free,2024-11-26,2025-10-26,0,Ended,Renewed
SUB00068099,139959,Basic,2025-10-27,2026-03-27,19,Active,Renewed
SUB00068100,139960,Enterprise,2023-10-04,2023-12-04,149,Ended,Renewed
SUB00068101,139960,Enterprise,2023-12-05,2024-06-05,149,Ended,Renewed
SUB00068102,139960,Enterprise,2024-06-06,2024-09-06,149,Active,Renewed
SUB00068103,139961,Free,2023-05-08,2023-09-08,0,Cancelled,Cancelled
SUB00068104,139962,Free,2022-11-12,2023-04-12,0,Ended,Renewed
SUB00068105,139962,Free,2023-04-13,2024-03-13,0,Active,Renewed
SUB00068106,139963,Basic,2022-03-02,2022-12-02,19,Active,Renewed
SUB00068107,139964,Basic,2025-09-19,2025-12-19,19,Active,Renewed
SUB00068108,139965,Free,2026-07-20,2026-08-31,0,Expired,Not Renewed
SUB00068109,139966,Free,2024-08-01,2025-01-01,0,Expired,Not Renewed
SUB00068110,139967,Free,2024-08-26,2025-05-26,0,Active,Renewed
SUB00068111,139968,Free,2024-01-18,2024-04-18,0,Active,Renewed
SUB00068112,139969,Free,2024-12-10,2025-06-10,0,Active,Renewed
SUB00068113,139970,Free,2024-08-22,2025-08-22,0,Ended,Renewed
SUB00068114,139970,Free,2025-08-23,2026-06-23,0,Active,Renewed
SUB00068115,139971,Free,2022-01-10,2022-05-10,0,Expired,Not Renewed
SUB00068116,139972,Free,2024-11-06,2025-10-06,0,Active,Renewed
SUB00068117,139973,Free,2025-06-01,2025-08-01,0,Expired,Not Renewed
SUB00068118,139974,Free,2023-08-19,2023-11-19,0,Expired,Not Renewed
SUB00068119,139975,Free,2023-05-15,2023-09-15,0,Active,Renewed
SUB00068120,139976,Free,2022-11-22,2023-06-22,0,Ended,Renewed
SUB00068121,139976,Free,2023-06-23,2023-12-23,0,Ended,Renewed
SUB00068122,139976,Free,2023-12-24,2024-08-24,0,Active,Renewed
SUB00068123,139977,Free,2026-05-03,2026-08-31,0,Active,Pending
SUB00068124,139978,Basic,2025-08-25,2026-06-25,19,Ended,Renewed
SUB00068125,139978,Basic,2026-06-26,2026-08-31,19,Active,Pending
SUB00068126,139979,Free,2024-04-16,2024-08-16,0,Cancelled,Cancelled
SUB00068127,139980,Basic,2026-04-29,2026-08-31,19,Expired,Not Renewed
SUB00068128,139981,Free,2026-07-05,2026-08-31,0,Active,Pending
SUB00068129,139982,Basic,2025-06-03,2026-03-03,19,Ended,Renewed
SUB00068130,139982,Basic,2026-03-04,2026-07-04,19,Ended,Renewed
SUB00068131,139982,Basic,2026-07-05,2026-08-31,19,Active,Pending
SUB00068132,139983,Free,2025-02-22,2025-11-22,0,Ended,Renewed
SUB00068133,139983,Pro,2025-11-23,2026-02-23,49,Active,Renewed
SUB00068134,139984,Free,2023-03-24,2023-09-24,0,Ended,Renewed
SUB00068135,139984,Free,2023-09-25,2024-07-25,0,Active,Renewed
SUB00068136,139985,Free,2025-09-07,2025-11-07,0,Expired,Not Renewed
SUB00068137,139986,Enterprise,2026-08-26,2026-08-31,149,Expired,Not Renewed
SUB00068138,139987,Free,2025-08-21,2025-11-21,0,Ended,Renewed
SUB00068139,139987,Free,2025-11-22,2026-08-31,0,Active,Pending
SUB00068140,139988,Pro,2023-05-31,2023-09-30,49,Expired,Not Renewed
SUB00068141,139989,Free,2023-09-08,2024-01-08,0,Active,Renewed
SUB00068142,139990,Free,2023-05-15,2023-10-15,0,Ended,Renewed
SUB00068143,139990,Free,2023-10-16,2024-04-16,0,Active,Renewed
SUB00068144,139991,Free,2026-02-01,2026-04-01,0,Cancelled,Cancelled
SUB00068145,139992,Enterprise,2024-05-31,2025-02-28,149,Active,Renewed
SUB00068146,139993,Free,2025-05-07,2025-12-07,0,Active,Renewed
SUB00068147,139994,Basic,2025-11-15,2026-08-31,19,Ended,Renewed
SUB00068148,139995,Free,2023-11-22,2024-09-22,0,Ended,Renewed
SUB00068149,139995,Free,2024-09-23,2025-02-23,0,Active,Renewed
SUB00068150,139996,Free,2025-01-01,2025-09-01,0,Ended,Renewed
SUB00068151,139996,Free,2025-09-02,2026-05-02,0,Active,Renewed
SUB00068152,139997,Free,2022-03-06,2022-08-06,0,Active,Renewed
SUB00068153,139998,Free,2023-12-31,2024-02-29,0,Ended,Renewed
SUB00068154,139998,Free,2024-03-01,2025-03-01,0,Ended,Renewed
SUB00068155,139998,Free,2025-03-02,2025-12-02,0,Active,Renewed
SUB00068156,139999,Enterprise,2022-02-18,2022-05-18,149,Ended,Renewed
SUB00068157,139999,Enterprise,2022-05-19,2022-07-19,149,Ended,Renewed
SUB00068158,139999,Enterprise,2022-07-20,2023-01-20,149,Ended,Renewed
SUB00068159,139999,Enterprise,2023-01-21,2024-01-21,149,Active,Renewed
SUB00068160,140000,Basic,2026-04-12,2026-08-31,19,Active,Pending
SUB00068161,140001,Free,2026-01-22,2026-06-22,0,Ended,Renewed
SUB00068162,140001,Free,2026-06-23,2026-08-31,0,Cancelled,Cancelled
SUB00068163,140002,Free,2026-06-07,2026-08-31,0,Ended,Renewed
SUB00068164,140003,Pro,2023-09-18,2024-03-18,49,Ended,Renewed
SUB00068165,140003,Pro,2024-03-19,2025-03-19,49,Active,Renewed
SUB00068166,140004,Basic,2023-10-16,2023-11-16,19,Ended,Renewed
SUB00068167,140004,Basic,2023-11-17,2024-05-17,19,Ended,Renewed
SUB00068168,140004,Basic,2024-05-18,2024-10-18,19,Active,Renewed
SUB00068169,140005,Free,2026-06-26,2026-08-31,0,Active,Pending
SUB00068170,140006,Free,2022-05-03,2022-10-03,0,Expired,Not Renewed
SUB00068171,140007,Free,2024-01-10,2024-08-10,0,Expired,Not Renewed
