user_id,signup_date,country,age_group,gender,acquisition_channel,device_type,initial_plan,account_status
165139,2025-06-12,UAE,25-34,Male,LinkedIn,Tablet,Free,Active
165140,2023-07-04,UK,45-54,Female,Referral,Desktop,Free,Churned
165141,2022-02-07,USA,25-34,Male,Email,Desktop,Free,Active
165142,2025-06-08,Singapore,45-54,Male,Email,Mobile,Free,Active
165143,2024-06-18,India,25-34,Female,Organic Search,Mobile,Free,Inactive
165144,2025-02-19,USA,35-44,Male,Google Ads,Desktop,Enterprise,Active
165145,2026-06-28,USA,25-34,Male,Facebook Ads,Mobile,Free,Active
165146,2024-08-06,India,25-34,Male,LinkedIn,Desktop,Basic,Active
165147,2026-08-06,Singapore,25-34,Female,Facebook Ads,Mobile,Free,Active
165148,2023-02-23,Canada,35-44,Male,Instagram,Desktop,Pro,Active
165149,2026-08-12,Germany,18-24,Male,Organic Search,Desktop,Free,Active
165150,2025-08-23,UAE,25-34,Male,Google Ads,Desktop,Free,Active
165151,2025-02-18,USA,35-44,Male,Email,Mobile,Basic,Churned
165152,2024-10-16,Australia,18-24,Male,Google Ads,Mobile,Free,Inactive
165153,2022-07-18,USA,25-34,Female,Organic Search,Mobile,Enterprise,Active
165154,2026-08-01,UAE,25-34,Male,Organic Search,Desktop,Free,Churned
165155,2025-01-02,India,25-34,Female,Referral,Mobile,Basic,Churned
165156,2023-02-14,India,55+,Male,LinkedIn,Mobile,Basic,Active
165157,2025-07-26,India,35-44,Male,Google Ads,Tablet,Enterprise,Churned
165158,2023-08-12,India,55+,Male,Facebook Ads,Desktop,Pro,Active
165159,2022-08-29,USA,25-34,Male,Instagram,Desktop,Free,Inactive
165160,2026-03-26,India,35-44,Male,Facebook Ads,Mobile,Free,Inactive
165161,2022-04-25,India,35-44,Male,Google Ads,Mobile,Free,Active
165162,2022-04-15,India,55+,Male,Google Ads,Desktop,Basic,Active
165163,2025-08-03,USA,55+,Female,Referral,Desktop,Free,Active
165164,2022-01-10,India,25-34,Male,Organic Search,Desktop,Free,Active
165165,2024-06-14,USA,25-34,Male,Referral,Mobile,Enterprise,Active
165166,2024-03-08,India,35-44,Male,Facebook Ads,Desktop,Basic,Inactive
165167,2023-10-23,USA,25-34,Female,Email,Desktop,Free,Active
165168,2025-01-10,India,18-24,Female,Instagram,Desktop,Free,Active
165169,2023-08-23,India,35-44,Male,Google Ads,Desktop,Pro,Active
165170,2024-11-21,India,35-44,Male,Organic Search,Desktop,Free,Churned
165171,2023-08-12,Germany,25-34,Female,Organic Search,Desktop,Basic,Inactive
165172,2023-05-09,Australia,55+,Female,Instagram,Desktop,Free,Churned
165173,2025-12-28,UAE,25-34,Male,LinkedIn,Desktop,Pro,Inactive
165174,2026-03-27,USA,25-34,Male,Referral,Desktop,Free,Active
165175,2026-07-15,India,35-44,Male,Organic Search,Desktop,Free,Active
165176,2026-06-07,UAE,18-24,Male,Organic Search,Desktop,Basic,Churned
165177,2025-02-28,India,25-34,Female,Google Ads,Desktop,Free,Inactive
165178,2023-04-19,India,25-34,Male,Referral,Desktop,Free,Active
165179,2022-02-25,Australia,18-24,Female,Email,Desktop,Free,Active
165180,2026-03-30,India,25-34,Male,Instagram,Mobile,Basic,Churned
165181,2022-01-12,Canada,25-34,Male,Organic Search,Mobile,Free,Active
165182,2023-07-21,India,25-34,Other,Referral,Desktop,Free,Active
165183,2024-05-31,India,55+,Male,Organic Search,Mobile,Free,Active
165184,2022-05-07,USA,25-34,Male,Google Ads,Desktop,Pro,Active
165185,2023-04-07,India,35-44,Male,Instagram,Desktop,Free,Inactive
165186,2025-12-07,Germany,45-54,Female,Organic Search,Mobile,Pro,Active
165187,2026-07-21,Canada,18-24,Male,Organic Search,Mobile,Basic,Inactive
165188,2023-10-04,India,18-24,Male,Referral,Desktop,Free,Active
165189,2025-08-24,USA,18-24,Male,Organic Search,Mobile,Free,Inactive
165190,2026-01-03,Canada,18-24,Male,Organic Search,Mobile,Free,Active
165191,2024-04-28,Canada,45-54,Male,Organic Search,Desktop,Free,Inactive
165192,2022-01-03,India,18-24,Female,Google Ads,Mobile,Free,Active
165193,2025-12-22,Singapore,25-34,Male,Google Ads,Desktop,Free,Inactive
165194,2024-12-28,UAE,55+,Male,Facebook Ads,Desktop,Basic,Active
165195,2025-06-01,India,25-34,Female,Facebook Ads,Desktop,Basic,Inactive
165196,2025-11-27,Singapore,25-34,Female,Referral,Mobile,Basic,Active
165197,2025-07-11,Canada,45-54,Male,LinkedIn,Desktop,Free,Active
165198,2024-10-13,Germany,25-34,Male,Referral,Desktop,Free,Active
165199,2022-03-20,USA,35-44,Male,Instagram,Mobile,Free,Inactive
165200,2024-02-26,UK,25-34,Male,Instagram,Mobile,Basic,Active
165201,2023-07-20,India,25-34,Male,LinkedIn,Desktop,Pro,Inactive
165202,2025-03-03,Canada,45-54,Male,Organic Search,Desktop,Free,Active
165203,2025-10-31,USA,45-54,Female,Email,Mobile,Basic,Active
165204,2023-05-17,USA,25-34,Female,Organic Search,Mobile,Free,Active
165205,2024-08-21,UK,25-34,Male,LinkedIn,Desktop,Free,Active
165206,2024-02-03,USA,55+,Female,Organic Search,Tablet,Free,Active
165207,2025-07-01,Canada,45-54,Male,Referral,Mobile,Basic,Active
165208,2026-06-20,Germany,45-54,Male,Referral,Mobile,Free,Active
165209,2022-01-11,Australia,45-54,Male,Referral,Mobile,Free,Active
165210,2023-08-06,India,45-54,Other,Google Ads,Desktop,Free,Churned
165211,2023-08-02,UAE,45-54,Male,Google Ads,Desktop,Free,Active
165212,2024-08-15,UK,35-44,Female,Google Ads,Mobile,Basic,Active
165213,2025-06-04,India,45-54,Female,Facebook Ads,Desktop,Free,Active
165214,2022-04-15,India,25-34,Male,Referral,Tablet,Free,Inactive
165215,2025-07-25,UAE,18-24,Female,Email,Mobile,Free,Inactive
165216,2026-08-28,USA,25-34,Male,Facebook Ads,Tablet,Free,Active
165217,2023-10-07,India,25-34,Male,Referral,Desktop,Free,Active
165218,2026-03-12,USA,18-24,Male,Instagram,Mobile,Free,Active
165219,2025-02-09,India,35-44,Female,Organic Search,Mobile,Free,Active
165220,2026-08-10,UAE,25-34,Male,Email,Mobile,Free,Active
165221,2023-05-12,USA,25-34,Male,Facebook Ads,Mobile,Pro,Active
165222,2022-04-29,USA,25-34,Male,Instagram,Desktop,Basic,Active
165223,2023-06-23,Australia,25-34,Male,LinkedIn,Desktop,Free,Inactive
165224,2024-08-20,India,25-34,Female,Facebook Ads,Desktop,Free,Active
165225,2022-01-31,India,18-24,Female,Email,Desktop,Free,Active
165226,2022-09-17,Canada,25-34,Female,Google Ads,Mobile,Free,Inactive
165227,2024-09-27,Singapore,35-44,Male,Organic Search,Mobile,Free,Churned
165228,2025-09-03,India,25-34,Female,Organic Search,Mobile,Free,Churned
165229,2024-12-20,Germany,18-24,Male,Instagram,Desktop,Free,Active
165230,2025-03-27,USA,45-54,Female,Google Ads,Mobile,Free,Active
165231,2022-02-18,India,35-44,Female,LinkedIn,Desktop,Free,Active
165232,2022-11-24,India,25-34,Female,Organic Search,Desktop,Basic,Churned
165233,2024-07-21,India,45-54,Other,Organic Search,Desktop,Free,Active
165234,2024-05-21,India,45-54,Female,Organic Search,Desktop,Free,Active
165235,2023-06-23,India,18-24,Other,Organic Search,Tablet,Free,Inactive
165236,2024-01-25,India,35-44,Male,Google Ads,Mobile,Free,Active
165237,2022-08-21,Canada,25-34,Female,Organic Search,Desktop,Free,Active
165238,2023-01-21,UK,35-44,Male,Instagram,Desktop,Free,Active
165239,2022-01-09,Canada,35-44,Female,Organic Search,Desktop,Free,Active
165240,2025-11-05,India,25-34,Male,Organic Search,Tablet,Free,Active
165241,2026-04-22,India,18-24,Male,Organic Search,Desktop,Pro,Active
165242,2022-04-08,USA,35-44,Female,Organic Search,Mobile,Free,Inactive
165243,2023-10-19,India,35-44,Male,Organic Search,Tablet,Free,Active
165244,2025-07-15,Australia,25-34,Male,Facebook Ads,Mobile,Basic,Inactive
165245,2026-06-17,USA,35-44,Male,Google Ads,Tablet,Basic,Active
165246,2022-04-13,Singapore,25-34,Female,Organic Search,Mobile,Free,Active
165247,2022-08-31,India,25-34,Male,Google Ads,Mobile,Free,Active
165248,2025-06-30,India,35-44,Female,Google Ads,Mobile,Pro,Active
165249,2025-01-22,India,35-44,Female,LinkedIn,Desktop,Free,Active
165250,2023-11-03,India,35-44,Male,Email,Mobile,Free,Inactive
165251,2024-10-02,USA,25-34,Female,Organic Search,Mobile,Free,Inactive
165252,2023-11-04,India,35-44,Female,Facebook Ads,Desktop,Free,Active
165253,2023-09-04,Canada,35-44,Male,Organic Search,Desktop,Free,Active
165254,2024-09-14,India,25-34,Male,Email,Desktop,Free,Active
165255,2023-03-06,Germany,18-24,Female,LinkedIn,Desktop,Free,Active
165256,2025-01-15,India,25-34,Female,Organic Search,Desktop,Basic,Churned
165257,2024-11-06,USA,25-34,Male,Google Ads,Mobile,Free,Churned
165258,2026-05-06,India,45-54,Male,Facebook Ads,Mobile,Free,Churned
165259,2022-01-01,India,18-24,Female,Google Ads,Mobile,Enterprise,Active
165260,2025-01-14,Canada,35-44,Male,Email,Tablet,Free,Inactive
165261,2023-08-03,Australia,18-24,Female,LinkedIn,Mobile,Basic,Active
165262,2023-01-04,Canada,25-34,Male,Email,Mobile,Free,Active
165263,2024-09-19,India,25-34,Male,Google Ads,Mobile,Free,Inactive
165264,2023-09-22,UAE,35-44,Female,Organic Search,Mobile,Pro,Inactive
165265,2022-02-19,India,45-54,Male,Google Ads,Mobile,Free,Active
165266,2024-02-23,India,35-44,Female,Google Ads,Tablet,Free,Active
165267,2022-11-24,UAE,45-54,Other,Instagram,Desktop,Free,Active
165268,2024-11-11,UAE,25-34,Female,Facebook Ads,Desktop,Free,Inactive
165269,2022-12-04,USA,35-44,Male,Facebook Ads,Mobile,Basic,Active
165270,2024-10-23,India,25-34,Male,Instagram,Desktop,Free,Active
165271,2023-10-29,India,35-44,Male,Organic Search,Desktop,Free,Active
165272,2026-05-25,USA,35-44,Female,Google Ads,Mobile,Free,Active
165273,2022-01-06,Australia,25-34,Male,Facebook Ads,Desktop,Free,Inactive
165274,2024-06-29,India,25-34,Female,Google Ads,Desktop,Free,Active
165275,2022-12-02,UK,55+,Male,Email,Desktop,Free,Active
165276,2023-12-07,India,35-44,Female,Organic Search,Desktop,Free,Active
165277,2023-10-07,Germany,35-44,Female,Facebook Ads,Desktop,Enterprise,Active
165278,2023-04-04,USA,25-34,Female,Google Ads,Mobile,Free,Active
165279,2023-01-12,UAE,25-34,Female,Google Ads,Desktop,Free,Active
165280,2022-01-27,Canada,25-34,Male,Organic Search,Desktop,Free,Inactive
165281,2024-01-29,USA,35-44,Female,Google Ads,Mobile,Free,Active
165282,2025-11-21,India,35-44,Female,Google Ads,Mobile,Basic,Active
165283,2022-10-14,USA,35-44,Male,Organic Search,Mobile,Free,Active
165284,2025-01-03,India,18-24,Female,LinkedIn,Mobile,Free,Active
165285,2024-01-09,Singapore,35-44,Other,Instagram,Desktop,Enterprise,Active
165286,2022-05-30,India,18-24,Male,Email,Mobile,Free,Active
165287,2023-10-17,Germany,18-24,Female,Organic Search,Tablet,Free,Active
165288,2024-01-28,India,35-44,Male,Organic Search,Mobile,Free,Active
165289,2022-04-25,India,45-54,Male,Email,Desktop,Free,Active
165290,2022-08-28,India,45-54,Female,Instagram,Desktop,Free,Inactive
165291,2023-01-22,Canada,18-24,Female,Organic Search,Mobile,Free,Active
165292,2023-11-06,USA,18-24,Male,Organic Search,Desktop,Pro,Active
165293,2022-11-18,India,35-44,Male,Organic Search,Tablet,Basic,Inactive
165294,2023-06-02,India,45-54,Male,Organic Search,Desktop,Free,Active
165295,2024-08-16,India,18-24,Male,Google Ads,Desktop,Free,Active
165296,2022-06-15,India,35-44,Male,Facebook Ads,Desktop,Free,Active
165297,2022-07-08,Germany,35-44,Male,Referral,Mobile,Free,Inactive
165298,2026-06-29,USA,25-34,Male,Organic Search,Desktop,Enterprise,Churned
165299,2024-06-15,India,35-44,Male,Google Ads,Desktop,Basic,Active
165300,2025-02-06,India,45-54,Other,Facebook Ads,Tablet,Free,Active
165301,2024-11-10,India,35-44,Male,Email,Desktop,Free,Active
165302,2024-08-28,Canada,35-44,Male,Referral,Desktop,Free,Active
165303,2025-10-09,Germany,18-24,Male,Facebook Ads,Mobile,Basic,Active
165304,2026-04-08,Australia,18-24,Female,Google Ads,Desktop,Basic,Active
165305,2026-05-06,Australia,25-34,Male,Organic Search,Mobile,Free,Inactive
165306,2023-12-09,India,25-34,Male,Facebook Ads,Mobile,Free,Active
165307,2022-01-28,UAE,25-34,Male,Organic Search,Desktop,Basic,Active
165308,2026-01-13,India,25-34,Female,Organic Search,Desktop,Basic,Active
165309,2024-01-11,Australia,25-34,Male,Instagram,Desktop,Basic,Active
165310,2022-09-08,India,55+,Male,Organic Search,Mobile,Free,Active
165311,2023-03-03,India,25-34,Female,Facebook Ads,Desktop,Free,Active
165312,2025-06-28,USA,25-34,Male,LinkedIn,Tablet,Free,Churned
165313,2026-03-09,India,25-34,Male,Referral,Desktop,Free,Active
165314,2025-11-17,India,35-44,Female,Organic Search,Desktop,Free,Churned
165315,2022-09-04,India,45-54,Female,Email,Tablet,Free,Active
165316,2024-12-22,UK,25-34,Male,Google Ads,Desktop,Free,Inactive
165317,2025-07-24,Canada,35-44,Male,Organic Search,Mobile,Basic,Inactive
165318,2023-07-02,India,18-24,Female,Organic Search,Mobile,Free,Active
165319,2022-06-29,India,35-44,Male,Google Ads,Mobile,Basic,Active
165320,2024-11-16,Australia,45-54,Female,Instagram,Desktop,Free,Active
165321,2022-02-20,USA,25-34,Female,Organic Search,Desktop,Free,Inactive
165322,2024-01-05,USA,35-44,Male,Organic Search,Mobile,Basic,Inactive
165323,2026-03-14,UAE,55+,Female,Instagram,Tablet,Free,Active
165324,2022-07-09,USA,18-24,Male,Google Ads,Mobile,Free,Inactive
165325,2026-08-10,India,45-54,Other,Google Ads,Desktop,Pro,Active
165326,2023-08-16,UK,35-44,Male,Google Ads,Desktop,Basic,Inactive
165327,2022-07-28,Australia,25-34,Male,Facebook Ads,Mobile,Free,Active
165328,2022-09-18,USA,35-44,Female,Google Ads,Desktop,Free,Active
165329,2022-02-15,UK,35-44,Male,Organic Search,Mobile,Free,Inactive
165330,2025-12-31,USA,35-44,Male,Facebook Ads,Mobile,Enterprise,Active
165331,2026-08-17,India,45-54,Female,Organic Search,Desktop,Free,Active
165332,2022-01-07,India,25-34,Female,Instagram,Desktop,Free,Inactive
165333,2024-10-05,India,45-54,Female,Referral,Mobile,Free,Active
165334,2023-06-13,USA,25-34,Male,Google Ads,Desktop,Free,Active
165335,2025-07-18,India,25-34,Male,Email,Mobile,Free,Active
165336,2022-03-27,Germany,25-34,Male,Instagram,Mobile,Free,Active
165337,2023-07-17,India,35-44,Male,Organic Search,Desktop,Free,Inactive
165338,2026-02-14,India,18-24,Female,Organic Search,Desktop,Free,Active
165339,2024-02-05,India,25-34,Male,LinkedIn,Mobile,Free,Active
165340,2022-05-19,UK,25-34,Male,LinkedIn,Mobile,Free,Active
165341,2023-11-10,USA,25-34,Male,Facebook Ads,Mobile,Free,Active
165342,2024-05-26,UK,55+,Male,LinkedIn,Mobile,Free,Inactive
165343,2025-04-03,India,18-24,Male,Google Ads,Mobile,Free,Active
165344,2025-05-21,USA,18-24,Female,Email,Mobile,Free,Active
165345,2023-03-12,Canada,25-34,Male,Google Ads,Tablet,Free,Active
165346,2023-03-19,UK,18-24,Female,Google Ads,Tablet,Basic,Inactive
165347,2026-07-01,USA,25-34,Female,Referral,Mobile,Free,Active
165348,2026-04-30,India,18-24,Male,Google Ads,Desktop,Free,Active
165349,2022-11-12,Germany,45-54,Male,Google Ads,Desktop,Free,Active
165350,2024-08-26,USA,25-34,Male,Google Ads,Desktop,Basic,Active
165351,2024-04-13,Germany,25-34,Male,Facebook Ads,Desktop,Free,Active
165352,2025-12-04,USA,25-34,Male,Email,Mobile,Free,Churned
165353,2025-07-03,India,25-34,Male,Email,Mobile,Free,Inactive
165354,2022-10-25,India,25-34,Female,Google Ads,Desktop,Pro,Active
165355,2026-05-26,India,45-54,Male,Organic Search,Mobile,Free,Active
165356,2026-05-05,UK,45-54,Male,Organic Search,Desktop,Free,Active
165357,2024-02-23,Canada,18-24,Male,Facebook Ads,Tablet,Free,Active
165358,2025-02-24,India,25-34,Other,Instagram,Desktop,Free,Active
165359,2025-03-16,India,25-34,Male,Instagram,Desktop,Pro,Active
165360,2025-04-10,India,55+,Male,Referral,Mobile,Free,Inactive
165361,2023-06-28,Singapore,55+,Female,Google Ads,Mobile,Free,Active
165362,2024-07-06,India,35-44,Other,LinkedIn,Mobile,Free,Active
165363,2023-04-09,India,25-34,Female,Organic Search,Desktop,Pro,Active
165364,2024-11-12,USA,45-54,Male,Google Ads,Mobile,Free,Active
165365,2024-08-11,USA,25-34,Male,LinkedIn,Desktop,Basic,Active
165366,2025-06-06,Germany,18-24,Male,Google Ads,Desktop,Basic,Churned
165367,2023-02-20,India,25-34,Female,Instagram,Mobile,Free,Active
165368,2022-03-28,India,45-54,Male,Google Ads,Mobile,Pro,Active
165369,2025-03-07,India,55+,Female,Email,Desktop,Pro,Active
165370,2022-11-05,India,45-54,Female,Google Ads,Desktop,Free,Active
165371,2025-10-13,India,25-34,Male,Facebook Ads,Mobile,Pro,Active
165372,2024-01-28,India,45-54,Male,LinkedIn,Desktop,Free,Inactive
165373,2022-12-31,Germany,18-24,Male,Organic Search,Mobile,Free,Active
165374,2023-02-22,Germany,35-44,Male,Instagram,Mobile,Basic,Active
165375,2025-05-19,Australia,45-54,Male,Instagram,Tablet,Pro,Active
165376,2022-04-10,Canada,25-34,Male,Facebook Ads,Desktop,Pro,Active
165377,2024-02-08,India,18-24,Female,Organic Search,Mobile,Basic,Active
165378,2022-04-15,India,35-44,Female,Google Ads,Desktop,Basic,Active
165379,2024-01-22,Canada,25-34,Male,Google Ads,Desktop,Pro,Active
165380,2024-04-25,USA,18-24,Female,Organic Search,Mobile,Free,Active
165381,2023-02-11,UK,18-24,Male,Facebook Ads,Desktop,Free,Active
165382,2024-04-22,Canada,18-24,Female,Organic Search,Mobile,Free,Active
165383,2026-07-20,Singapore,45-54,Male,Google Ads,Tablet,Free,Inactive
165384,2022-04-03,UK,35-44,Male,Google Ads,Desktop,Basic,Churned
165385,2024-06-17,India,25-34,Male,LinkedIn,Desktop,Basic,Inactive
165386,2022-06-15,India,35-44,Male,Facebook Ads,Desktop,Free,Active
165387,2022-11-01,USA,35-44,Female,Facebook Ads,Tablet,Free,Active
165388,2023-09-10,Canada,35-44,Female,Google Ads,Mobile,Free,Active
165389,2026-08-26,India,25-34,Female,Instagram,Desktop,Free,Inactive
165390,2026-07-24,India,35-44,Male,Instagram,Mobile,Free,Active
165391,2022-09-10,UAE,18-24,Male,Email,Mobile,Basic,Active
165392,2023-02-21,India,25-34,Female,Facebook Ads,Mobile,Free,Active
165393,2024-09-04,India,45-54,Female,Referral,Mobile,Basic,Active
165394,2023-02-25,India,25-34,Male,Google Ads,Desktop,Free,Active
165395,2025-06-02,Germany,45-54,Female,Google Ads,Mobile,Free,Churned
165396,2023-09-01,Australia,25-34,Male,LinkedIn,Desktop,Free,Inactive
165397,2025-06-14,UK,25-34,Male,Google Ads,Desktop,Free,Inactive
165398,2022-06-27,USA,25-34,Male,Organic Search,Mobile,Pro,Active
165399,2022-10-08,UAE,18-24,Female,Facebook Ads,Desktop,Free,Active
165400,2025-08-14,India,25-34,Male,Google Ads,Desktop,Free,Active
165401,2023-10-03,India,18-24,Male,Organic Search,Mobile,Free,Active
165402,2025-01-01,India,45-54,Male,Google Ads,Desktop,Free,Active
165403,2026-07-26,India,45-54,Male,Referral,Desktop,Free,Active
165404,2022-05-23,India,35-44,Male,Instagram,Mobile,Free,Active
165405,2025-03-08,UAE,18-24,Male,Instagram,Mobile,Free,Active
165406,2023-03-31,India,18-24,Male,Referral,Mobile,Free,Churned
165407,2024-05-31,Germany,25-34,Male,Google Ads,Mobile,Basic,Active
165408,2024-03-08,Canada,25-34,Male,Google Ads,Desktop,Free,Active
165409,2025-03-30,India,55+,Female,Facebook Ads,Desktop,Free,Inactive
165410,2023-08-12,UAE,35-44,Other,Google Ads,Desktop,Free,Active
165411,2023-01-24,UK,25-34,Female,Email,Mobile,Free,Active
165412,2024-06-01,USA,25-34,Female,Google Ads,Desktop,Free,Inactive
165413,2023-09-02,India,35-44,Male,Facebook Ads,Mobile,Free,Active
165414,2023-03-02,UK,35-44,Female,Google Ads,Mobile,Free,Active
165415,2024-05-25,India,55+,Male,LinkedIn,Desktop,Basic,Inactive
165416,2023-12-18,India,55+,Male,Organic Search,Desktop,Free,Active
165417,2025-10-20,India,45-54,Female,Facebook Ads,Mobile,Free,Active
165418,2025-11-20,India,35-44,Male,Instagram,Mobile,Free,Active
165419,2023-02-04,Australia,25-34,Male,Facebook Ads,Desktop,Basic,Inactive
165420,2022-06-22,Canada,18-24,Male,Facebook Ads,Mobile,Free,Active
165421,2025-09-09,India,55+,Male,Organic Search,Mobile,Free,Inactive
165422,2023-09-20,Australia,35-44,Female,Organic Search,Desktop,Free,Inactive
165423,2026-02-22,USA,35-44,Male,Organic Search,Desktop,Free,Churned
165424,2023-10-08,India,25-34,Male,Organic Search,Desktop,Basic,Active
165425,2025-11-20,India,18-24,Male,Organic Search,Mobile,Free,Inactive
165426,2025-05-05,Australia,18-24,Female,Instagram,Tablet,Free,Active
165427,2026-06-11,Canada,25-34,Male,Google Ads,Mobile,Free,Active
165428,2023-07-28,India,25-34,Male,Organic Search,Mobile,Free,Active
165429,2024-02-03,India,35-44,Male,Organic Search,Desktop,Basic,Active
165430,2024-05-11,India,45-54,Male,Google Ads,Desktop,Free,Active
165431,2025-02-04,Australia,18-24,Female,Organic Search,Desktop,Free,Active
165432,2026-04-07,Singapore,35-44,Male,LinkedIn,Desktop,Free,Active
165433,2022-08-29,USA,25-34,Female,Facebook Ads,Desktop,Free,Churned
165434,2024-01-24,India,25-34,Male,Google Ads,Mobile,Basic,Active
165435,2022-03-06,USA,25-34,Female,Google Ads,Mobile,Free,Inactive
165436,2026-03-25,UAE,45-54,Male,LinkedIn,Mobile,Free,Active
165437,2025-01-17,Singapore,35-44,Female,Email,Desktop,Free,Churned
165438,2025-04-10,UAE,45-54,Female,Facebook Ads,Mobile,Free,Active
165439,2023-10-17,UK,25-34,Male,Referral,Desktop,Free,Churned
165440,2022-08-11,USA,25-34,Male,Facebook Ads,Mobile,Pro,Active
165441,2023-08-25,Singapore,25-34,Male,Google Ads,Desktop,Free,Active
165442,2024-02-21,Singapore,25-34,Male,Referral,Tablet,Free,Active
165443,2025-12-07,India,35-44,Male,Instagram,Desktop,Free,Active
165444,2023-04-22,Australia,35-44,Male,Facebook Ads,Desktop,Free,Inactive
165445,2026-06-06,Singapore,18-24,Female,LinkedIn,Mobile,Free,Active
165446,2025-08-30,Singapore,25-34,Male,Organic Search,Mobile,Free,Active
165447,2022-08-09,Canada,25-34,Male,Google Ads,Tablet,Free,Churned
165448,2024-12-29,USA,18-24,Male,Organic Search,Desktop,Free,Inactive
165449,2024-07-05,Australia,35-44,Male,Organic Search,Desktop,Free,Active
165450,2025-06-18,USA,18-24,Male,Referral,Tablet,Free,Active
165451,2025-02-01,India,25-34,Female,Instagram,Desktop,Free,Inactive
165452,2025-03-31,India,55+,Female,Google Ads,Tablet,Free,Inactive
165453,2024-09-07,USA,35-44,Male,Organic Search,Mobile,Basic,Active
165454,2024-04-21,USA,35-44,Female,Instagram,Desktop,Free,Inactive
165455,2026-05-19,USA,18-24,Male,Organic Search,Tablet,Free,Inactive
165456,2023-04-13,India,18-24,Male,Email,Desktop,Basic,Active
165457,2023-05-07,USA,35-44,Male,Google Ads,Mobile,Basic,Active
165458,2025-10-11,UK,25-34,Male,Organic Search,Desktop,Free,Active
165459,2026-04-05,Australia,25-34,Male,Google Ads,Desktop,Free,Active
165460,2022-04-05,USA,25-34,Male,Google Ads,Desktop,Free,Active
165461,2022-09-21,Canada,35-44,Male,LinkedIn,Desktop,Free,Active
165462,2023-02-11,India,18-24,Male,Organic Search,Mobile,Free,Active
165463,2022-01-17,India,45-54,Male,Email,Desktop,Free,Active
165464,2023-07-30,India,55+,Male,Google Ads,Desktop,Free,Active
165465,2022-11-15,Germany,35-44,Female,Google Ads,Tablet,Free,Active
165466,2026-07-18,USA,55+,Female,Organic Search,Mobile,Free,Active
165467,2026-08-16,USA,25-34,Female,Email,Mobile,Free,Active
165468,2023-03-07,Canada,25-34,Female,Facebook Ads,Mobile,Pro,Active
165469,2023-05-08,India,25-34,Male,Organic Search,Mobile,Pro,Inactive
165470,2026-07-23,India,25-34,Other,Google Ads,Mobile,Enterprise,Active
165471,2023-03-31,India,25-34,Female,Organic Search,Desktop,Free,Active
165472,2025-11-17,India,25-34,Female,Facebook Ads,Tablet,Free,Active
165473,2024-11-27,India,45-54,Male,Organic Search,Desktop,Free,Active
165474,2024-12-11,UAE,25-34,Female,Facebook Ads,Desktop,Free,Inactive
165475,2025-07-17,USA,35-44,Male,Referral,Tablet,Basic,Active
165476,2026-04-04,USA,45-54,Male,Facebook Ads,Desktop,Pro,Active
165477,2023-05-06,UK,25-34,Female,Organic Search,Desktop,Free,Churned
165478,2022-08-01,India,25-34,Female,LinkedIn,Desktop,Enterprise,Inactive
165479,2025-09-16,UAE,35-44,Male,Organic Search,Desktop,Free,Active
165480,2025-03-13,UAE,25-34,Male,Organic Search,Desktop,Free,Active
165481,2024-03-02,Canada,35-44,Female,Instagram,Mobile,Free,Active
165482,2022-01-09,India,55+,Female,Referral,Desktop,Basic,Active
165483,2026-04-23,Germany,55+,Male,Facebook Ads,Mobile,Free,Active
165484,2022-10-25,India,35-44,Male,Organic Search,Desktop,Basic,Active
165485,2023-10-27,UK,25-34,Female,Email,Desktop,Free,Active
165486,2022-02-25,USA,25-34,Male,Organic Search,Mobile,Free,Active
165487,2025-06-04,India,45-54,Male,Organic Search,Mobile,Enterprise,Active
165488,2026-01-27,Singapore,35-44,Female,Organic Search,Desktop,Basic,Active
165489,2026-01-01,UAE,35-44,Male,LinkedIn,Desktop,Free,Active
165490,2025-09-11,Singapore,45-54,Male,Google Ads,Desktop,Free,Active
165491,2022-11-11,India,55+,Female,Referral,Mobile,Free,Churned
165492,2024-10-12,India,18-24,Male,Facebook Ads,Desktop,Free,Inactive
165493,2022-02-03,UAE,25-34,Male,Facebook Ads,Desktop,Pro,Active
165494,2023-06-14,India,35-44,Male,LinkedIn,Desktop,Free,Active
165495,2022-01-12,USA,18-24,Male,Google Ads,Desktop,Free,Churned
165496,2022-02-19,USA,18-24,Male,Organic Search,Desktop,Free,Inactive
165497,2026-05-13,India,18-24,Male,LinkedIn,Desktop,Free,Inactive
165498,2023-09-28,Germany,35-44,Male,Email,Desktop,Pro,Active
165499,2023-05-18,India,35-44,Male,Referral,Desktop,Basic,Active
165500,2026-05-06,USA,25-34,Male,Referral,Tablet,Basic,Churned
165501,2025-01-23,India,25-34,Male,Organic Search,Desktop,Free,Churned
165502,2024-06-10,India,25-34,Female,Referral,Mobile,Free,Churned
165503,2024-02-17,India,35-44,Male,Facebook Ads,Desktop,Free,Active
165504,2024-05-28,UK,25-34,Female,Google Ads,Mobile,Free,Active
165505,2024-11-20,UAE,55+,Female,Organic Search,Mobile,Free,Active
165506,2023-09-13,Germany,35-44,Male,Referral,Mobile,Free,Active
165507,2024-08-15,UK,25-34,Male,Organic Search,Mobile,Free,Active
165508,2022-03-24,Canada,18-24,Female,Google Ads,Desktop,Free,Active
165509,2026-07-21,Germany,35-44,Male,Google Ads,Mobile,Free,Active
